,LINK_ID,Source,Target,MAX_SPD
1487,1520000800,1520000400,1520000300,70.0
1488,1550007502,1550003701,1550003800,70.0
1489,1550008400,1550004100,1550004200,70.0
1490,1550009000,1550004300,1550004400,70.0
1491,1550009200,1550004400,1550004500,70.0
1492,1550009600,1550004500,1550004600,70.0
1493,1550008200,1550003900,1550003800,70.0
1494,1550008800,1550004200,1550004300,70.0
1495,1550007602,1550003800,1550003701,70.0
1496,1550005800,1550003500,1550002600,50.0
1497,1550000903,1550000500,1550000501,80.0
1498,1550001003,1550000501,1550000500,80.0
1499,1550000902,1550000501,1550000502,80.0
1500,1550001002,1550000502,1550000501,80.0
1501,1570015802,1570007502,1570007501,60.0
1502,1570015701,1570007500,1570007501,60.0
1503,1570015702,1570007501,1570007502,60.0
1504,1550018100,1550007100,1550000500,80.0
1505,1550018200,1550000500,1550007100,80.0
1506,1550038200,1550003300,1550012500,40.0
1507,1550038100,1550012500,1550003300,40.0
1508,1550017900,1550000300,1550001200,80.0
1509,1550031800,1550003500,1550002601,80.0
1510,1550031700,1550002601,1550003500,80.0
1511,1550008700,1550004300,1550004200,70.0
1512,1550007301,1550004000,1550004001,70.0
1513,1550007501,1550003700,1550003701,70.0
1514,1520000700,1520000300,1520000400,70.0
1515,1520001100,1520000500,1500000300,70.0
1516,1520001200,1500000300,1520000500,70.0
1517,1500000500,1500000300,1500000600,70.0
1518,1500000100,1500000100,1500000200,70.0
1519,1500000200,1500000200,1500000100,70.0
1520,1550007402,1550003700,1550004001,70.0
1521,1550008500,1550004000,1550004100,70.0
1522,1550008600,1550004100,1550004000,70.0
1523,1550000100,1550000200,1570007500,60.0
1524,1550005700,1550002600,1550003500,40.0
1525,1550000400,1550000100,1550000300,80.0
1526,1550001200,1550001100,1550000400,60.0
1527,1550000200,1570007500,1550000200,60.0
1528,1550002001,1550001000,1550001001,40.0
1529,1550003602,1550002600,1550002601,40.0
1530,1550003601,1550002601,1550001200,80.0
1531,1550003501,1550001200,1550002601,80.0
1532,1520008200,1520003500,1520002800,40.0
1533,1520008100,1520002800,1520003500,40.0
1534,1520014800,1520005300,1520004700,70.0
1535,1520014700,1520004700,1520005300,70.0
1536,1520008400,1520003000,1520002900,40.0
1537,1560023800,1560001200,1560008100,50.0
1538,1530007300,1530002400,1530002600,60.0
1539,1530007400,1530002600,1530002400,60.0
1540,1510022100,1510009700,1510007800,60.0
1541,1510022000,1510007800,1510009700,60.0
1542,1530007600,1530003300,1530002400,40.0
1543,1530007500,1530002400,1530003300,60.0
1544,1550014600,1550006900,1550005900,60.0
1545,1550014500,1550005900,1550006900,60.0
1546,1510023400,1510001501,1510014600,70.0
1547,1510042300,1510009600,1510014600,80.0
1548,1540063600,1540022100,1540021800,50.0
1549,1560068800,1560021900,1560020600,70.0
1550,1560068700,1560020600,1560021900,70.0
1551,1560073000,1560023400,1560021900,70.0
1552,1560072900,1560021900,1560023400,70.0
1553,1560052000,1560018800,1560015900,40.0
1554,1560051900,1560015900,1560018800,40.0
1555,1560044000,1560013700,1560013600,40.0
1556,1560043900,1560013600,1560013700,40.0
1557,1560031700,1560010400,1560010600,70.0
1558,1560031800,1560010600,1560010400,70.0
1559,1560031400,1560010400,1560010300,70.0
1560,1560061700,1560019000,1560019100,40.0
1561,1560061800,1560019100,1560019000,40.0
1562,1560062000,1560003201,1560019000,40.0
1563,1560061900,1560019000,1560003201,40.0
1564,1560059900,1560018400,1560003200,50.0
1565,1560060000,1560003200,1560018400,50.0
1566,1560043800,1560015600,1560013500,70.0
1567,1560043700,1560013500,1560015600,70.0
1568,1560035900,1560011400,1560011500,50.0
1569,1560036000,1560011500,1560011400,50.0
1570,1560030700,1560010100,1560010300,70.0
1571,1560030800,1560010300,1560010100,70.0
1572,1560025300,1560008500,1560008800,60.0
1573,1560016300,1560000300,1560006600,50.0
1574,1560016400,1560006600,1560000300,50.0
1575,1560013500,1560005200,1560005600,50.0
1576,1560013600,1560005600,1560005200,50.0
1577,1560014600,1560005700,1560005600,50.0
1578,1530001300,1530000600,1530001500,30.0
1579,1530001400,1530001500,1530000600,50.0
1580,1530006700,1530002200,1530003500,60.0
1581,1530006800,1530003500,1530002200,60.0
1582,1560037300,1560011700,1560012600,50.0
1583,1560037400,1560012600,1560011700,50.0
1584,1560035600,1560011800,1560011300,70.0
1585,1560035500,1560011300,1560011800,70.0
1586,1560054000,1560016600,1560016500,50.0
1587,1560053900,1560016500,1560016600,50.0
1588,1560075900,1560022700,1520002500,40.0
1589,1560076500,1560022900,1560002400,40.0
1590,1560076600,1560002400,1560022900,40.0
1591,1520009200,1520003500,1520003100,40.0
1592,1520009100,1520003100,1520003500,40.0
1593,1520011400,1520004800,1520003800,40.0
1594,1540061000,1540021200,1540020800,50.0
1595,1540056000,1540020800,1540019100,50.0
1596,1540055900,1540019100,1540020800,50.0
1597,1540057600,1540019600,1540020300,50.0
1598,1540057700,1540020300,1540019600,50.0
1599,1540061100,1540020900,1540021300,60.0
1600,1540061200,1540021300,1540020900,60.0
1601,1510024800,1510008800,1510010200,40.0
1602,1510024900,1510010200,1510008800,40.0
1603,1510019500,1510009900,1510007100,70.0
1604,1510019400,1510007100,1510009900,70.0
1605,1550015700,1550000200,1550006500,60.0
1606,1550011000,1550005200,1550005100,40.0
1607,1550010900,1550005100,1550005200,40.0
1608,1550036400,1550012000,1550012100,40.0
1609,1510016400,1510007500,1510000500,50.0
1610,1510016300,1510000500,1510007500,50.0
1611,1510012700,1510005600,1510005700,50.0
1612,1510012800,1510005700,1510005600,50.0
1613,1510022200,1510007900,1510008100,50.0
1614,1510022300,1510008100,1510007900,50.0
1615,1540067100,1540022800,1540023400,40.0
1616,1550026900,1550009100,1550010100,60.0
1617,1550030400,1550010100,1550009600,60.0
1618,1510013200,1510000200,1510005700,50.0
1619,1510013100,1510005700,1510000200,50.0
1620,1510014200,1510000701,1510005800,50.0
1621,1540085700,1540028300,1540029300,80.0
1622,1540085800,1540029300,1540028300,80.0
1623,1540084800,1540028300,1540028000,70.0
1624,1540084700,1540028000,1540028300,70.0
1625,1540084600,1540028300,1540027900,70.0
1626,1540084500,1540027900,1540028300,70.0
1627,1540077100,1540025800,1540026600,30.0
1628,1540074800,1540025800,1540025300,50.0
1629,1540074700,1540025300,1540025800,50.0
1630,1540085500,1540028200,1540028900,70.0
1631,1540085600,1540028900,1540028200,70.0
1632,1540069600,1540023800,1540023700,30.0
1633,1540068300,1540023300,1540023700,50.0
1634,1540068400,1540023700,1540023300,30.0
1635,1540066100,1540022500,1540023800,50.0
1636,1540066200,1540023800,1540022500,50.0
1637,1540066000,1540023300,1540022500,50.0
1638,1540065900,1540022500,1540023300,50.0
1639,1510020400,1510007400,1510007500,50.0
1640,1510020500,1510007500,1510007400,50.0
1641,1510020300,1510007500,1510000600,50.0
1642,1510020200,1510000600,1510007500,50.0
1643,1510042200,1510014600,1510009600,80.0
1644,1510023500,1510014600,1510001501,70.0
1645,1510027900,1510010100,1510001600,40.0
1646,1550034300,1550012100,1550011400,50.0
1647,1550017000,1550006900,1550006700,40.0
1648,1550016900,1550006700,1550006900,40.0
1649,1530015300,1530004700,1530005400,50.0
1650,1530015400,1530005400,1530004700,50.0
1651,1510023900,1510009000,1510008500,70.0
1652,1510023800,1510008500,1510009000,70.0
1653,1510024000,1510008500,1510010600,40.0
1654,1510024100,1510010600,1510008500,40.0
1655,1510022500,1510008500,1510008000,70.0
1656,1510022400,1510008000,1510008500,40.0
1657,1510022600,1510008000,1510011000,60.0
1658,1550048600,1550004700,1550015800,50.0
1659,1550048700,1550015800,1550004700,50.0
1660,1550050700,1550015800,1550016300,40.0
1661,1550050800,1550016300,1550015800,40.0
1662,1550052400,1550016300,1550016600,70.0
1663,1550052500,1550016600,1550016300,70.0
1664,1550049700,1550015500,1550015700,50.0
1665,1550049900,1550015500,1550016100,50.0
1666,1550050000,1550016100,1550015500,50.0
1667,1550051400,1550016100,1550016200,70.0
1668,1550051500,1550016200,1550016100,70.0
1669,1550048100,1550015700,1550003901,50.0
1670,1510017500,1510006600,1510006800,40.0
1671,1510017800,1510008000,1510006600,40.0
1672,1510017700,1510006600,1510008000,70.0
1673,1510015200,1510006600,1510005900,70.0
1674,1510015100,1510005900,1510006600,30.0
1675,1510014700,1510005900,1510006000,70.0
1676,1510014800,1510006000,1510005900,70.0
1677,1540040100,1540014400,1540014500,40.0
1678,1540040200,1540014500,1540014400,40.0
1679,1540054800,1540019400,1540003500,70.0
1680,1540054700,1540003500,1540019400,70.0
1681,1540059300,1540020200,1540021200,60.0
1682,1540063000,1540022000,1540021600,50.0
1683,1540062900,1540021600,1540022000,50.0
1684,1540048800,1540019100,1540002300,60.0
1685,1540048700,1540002300,1540019100,40.0
1686,1540065100,1540022300,1540022700,50.0
1687,1520013700,1520004500,1520005100,60.0
1688,1520017500,1520005600,1520005700,60.0
1689,1520017600,1520005700,1520005600,40.0
1690,1520015700,1520005000,1520005100,50.0
1691,1520015800,1520005100,1520005000,50.0
1692,1520013300,1520004300,1520005000,40.0
1693,1520013400,1520005000,1520004300,40.0
1694,1500006500,1500002200,1500000500,60.0
1695,1500005800,1500002200,1500002100,60.0
1696,1500005700,1500002100,1500002200,60.0
1697,1500006200,1500000500,1500002100,60.0
1698,1500006100,1500002100,1500000500,60.0
1699,1500007200,1500000700,1500002400,70.0
1700,1500007100,1500002400,1500000700,70.0
1701,1500003700,1500001400,1500002700,60.0
1702,1500003500,1500001400,1500002000,40.0
1703,1500003600,1500002000,1500001400,70.0
1704,1500004700,1500001800,1500002400,70.0
1705,1500004800,1500002400,1500001800,70.0
1706,1500003000,1500001800,1500001300,70.0
1707,1500002900,1500001300,1500001800,70.0
1708,1550013100,1550005600,1550005800,60.0
1709,1550013200,1550005800,1550005600,60.0
1710,1550013900,1550005800,1550005900,60.0
1711,1550014000,1550005900,1550005800,60.0
1712,1550041500,1550013400,1550003900,70.0
1713,1550041600,1550003900,1550013400,70.0
1714,1550010700,1550005000,1550007100,40.0
1715,1550010800,1550007100,1550005000,40.0
1716,1550016300,1550006400,1550006800,60.0
1717,1550016400,1550006800,1550006400,60.0
1718,1550011600,1550006800,1550000100,40.0
1719,1550011500,1550000100,1550006800,70.0
1720,1550021800,1550008100,1550000502,50.0
1721,1550031900,1550002500,1550011000,50.0
1722,1550022600,1550008800,1550008100,50.0
1723,1550022500,1550008100,1550008800,50.0
1724,1550028200,1550009500,1550002501,30.0
1725,1550028300,1550002501,1550009500,50.0
1726,1540032200,1540012500,1540012200,70.0
1727,1540032100,1540012200,1540012500,70.0
1728,1540042300,1540015000,1540016700,40.0
1729,1540042400,1540016700,1540015000,40.0
1730,1540021300,1540009100,1540010100,70.0
1731,1540021400,1540010100,1540009100,70.0
1732,1540035800,1540014100,1540013300,50.0
1733,1550047400,1550004100,1550015900,50.0
1734,1550047500,1550015900,1550004100,50.0
1735,1550045700,1550014700,1550004300,70.0
1736,1550045800,1550004300,1550014700,70.0
1737,1550045900,1550014800,1550004400,70.0
1738,1550046000,1550004400,1550014800,70.0
1739,1530022200,1530007300,1530006600,50.0
1740,1530022100,1530006600,1530007300,30.0
1741,1530023500,1530007100,1530007300,50.0
1742,1530023600,1530007300,1530007100,50.0
1743,1530017200,1530006300,1530005200,60.0
1744,1530017100,1530005200,1530006300,60.0
1745,1540036600,1540014000,1540013600,40.0
1746,1540047300,1540001900,1540017400,40.0
1747,1540047400,1540017400,1540001900,40.0
1748,1540050500,1540017900,1540017400,40.0
1749,1540050400,1540017400,1540017900,40.0
1750,1540035600,1540013600,1540013200,40.0
1751,1540035500,1540013200,1540013600,40.0
1752,1540020900,1540009000,1540009300,60.0
1753,1540021000,1540009300,1540009000,60.0
1754,1540033400,1540000400,1540012500,40.0
1755,1540033300,1540012500,1540000400,40.0
1756,1540030700,1540011800,1540013600,60.0
1757,1540030800,1540013600,1540011800,60.0
1758,1530009100,1530002900,1530003700,60.0
1759,1530009200,1530003700,1530002900,60.0
1760,1530003500,1530001200,1530002600,60.0
1761,1530003600,1530002600,1530001200,60.0
1762,1530017700,1530005400,1530005600,70.0
1763,1530017800,1530005600,1530005400,70.0
1764,1550033600,1550011300,1550011500,60.0
1765,1530016500,1530005100,1530005200,60.0
1766,1530005300,1530001700,1530002500,30.0
1767,1530005400,1530002500,1530001700,30.0
1768,1500002800,1500002200,1500001200,60.0
1769,1500002700,1500001200,1500002200,60.0
1770,1540076600,1540026200,1540025700,70.0
1771,1540076500,1540025700,1540026200,70.0
1772,1540048400,1540002900,1540016900,60.0
1773,1540048300,1540016900,1540002900,60.0
1774,1540027500,1540010900,1540013300,40.0
1775,1540027600,1540013300,1540010900,70.0
1776,1550018900,1550007200,1550008400,70.0
1777,1550024400,1550009900,1550008400,70.0
1778,1550024300,1550008400,1550009900,70.0
1779,1550029700,1550011600,1550009900,70.0
1780,1550029600,1550009900,1550011600,70.0
1781,1550035200,1550011600,1550013000,50.0
1782,1550035300,1550013000,1550011600,50.0
1783,1550042100,1550013600,1550014000,70.0
1784,1550042200,1550014000,1550013600,70.0
1785,1550041200,1550004001,1550013300,70.0
1786,1550041100,1550013300,1550004001,70.0
1787,1550013600,1550006500,1550005700,60.0
1788,1550013500,1550005700,1550006500,60.0
1789,1550018600,1550007200,1550000400,60.0
1790,1540033700,1540012600,1540013300,60.0
1791,1540033800,1540013300,1540012600,50.0
1792,1530014200,1530005000,1530004400,60.0
1793,1530014100,1530004400,1530005000,60.0
1794,1540042200,1540016100,1540014900,60.0
1795,1540042100,1540014900,1540016100,60.0
1796,1540050200,1540017400,1540017800,40.0
1797,1540050300,1540017800,1540017400,40.0
1798,1540021800,1540009600,1540009200,70.0
1799,1540021700,1540009200,1540009600,70.0
1800,1540038400,1540014300,1540014100,50.0
1801,1540038300,1540014100,1540014300,50.0
1802,1530021400,1530006700,1530006300,60.0
1803,1530021300,1530006300,1530006700,60.0
1804,1540043000,1540015300,1540015600,40.0
1805,1520015600,1520005500,1520004900,50.0
1806,1520015500,1520004900,1520005500,50.0
1807,1500015000,1500004400,1500004300,60.0
1808,1500014900,1500004300,1500004400,60.0
1809,1530010500,1530003300,1530003400,60.0
1810,1500017200,1500005800,1500004800,40.0
1811,1500017100,1500004800,1500005800,40.0
1812,1540051200,1540002600,1540018100,60.0
1813,1540051300,1540018100,1540002600,60.0
1814,1540023100,1540009700,1540010200,40.0
1815,1540023200,1540010200,1540009700,40.0
1816,1520006000,1520003300,1520000400,40.0
1817,1520005900,1520000400,1520003300,40.0
1818,1520010000,1520004400,1520003300,40.0
1819,1520009900,1520003300,1520004400,40.0
1820,1500012300,1500003500,1500003700,60.0
1821,1500009600,1500003200,1500002900,40.0
1822,1500009500,1500002900,1500003200,40.0
1823,1500011400,1500004200,1500003200,40.0
1824,1500011300,1500003200,1500004200,40.0
1825,1540031400,1540012200,1540012000,70.0
1826,1500020600,1500006000,1500005800,60.0
1827,1500020500,1500005800,1500006000,60.0
1828,1540036700,1540013600,1540014900,60.0
1829,1540036800,1540014900,1540013600,60.0
1830,1540046000,1540002600,1540016100,60.0
1831,1540045900,1540016100,1540002600,60.0
1832,1540022900,1540009600,1540010500,70.0
1833,1540025800,1540010800,1540010500,70.0
1834,1540025700,1540010500,1540010800,70.0
1835,1500006400,1500002300,1500002200,60.0
1836,1500006300,1500002200,1500002300,60.0
1837,1510040900,1510013900,1510013700,50.0
1838,1510034300,1510011900,1510011700,70.0
1839,1510034200,1510011700,1510011900,70.0
1840,1540078700,1540026200,1540027100,70.0
1841,1540078800,1540027100,1540026200,70.0
1842,1540078500,1540026200,1540026400,60.0
1843,1540078600,1540026400,1540026200,60.0
1844,1540045100,1540015900,1540016000,40.0
1845,1540022200,1540009900,1540009300,40.0
1846,1540022100,1540009300,1540009900,40.0
1847,1540029700,1540011600,1540013000,30.0
1848,1540029800,1540013000,1540011600,30.0
1849,1500014400,1500005200,1500004100,60.0
1850,1500018600,1500005300,1500005200,60.0
1851,1500018500,1500005200,1500005300,60.0
1852,1500015700,1500004500,1500004700,70.0
1853,1500015800,1500004700,1500004500,70.0
1854,1500015500,1500004400,1500005100,60.0
1855,1500008000,1500003500,1500000400,60.0
1856,1500007900,1500000400,1500003500,60.0
1857,1500002200,1500001200,1500001100,70.0
1858,1500002100,1500001100,1500001200,70.0
1859,1520017300,1520005500,1520005600,60.0
1860,1500009300,1500000600,1500004100,60.0
1861,1500009400,1500004100,1500000600,60.0
1862,1500012700,1500003600,1500004500,70.0
1863,1500012800,1500004500,1500003600,70.0
1864,1500016100,1500004600,1500005600,60.0
1865,1510023300,1510009300,1510008300,70.0
1866,1510023200,1510008300,1510009300,70.0
1867,1510037700,1540000700,1510012600,50.0
1868,1510037600,1510012600,1540000700,50.0
1869,1520013100,1520004300,1520004400,70.0
1870,1520013200,1520004400,1520004300,70.0
1871,1520015100,1520001000,1520004900,50.0
1872,1520015200,1520004900,1520001000,50.0
1873,1500014200,1500004900,1500004000,60.0
1874,1500014100,1500004000,1500004900,60.0
1875,1530024600,1500001800,1530007400,70.0
1876,1530022700,1530006900,1530007000,60.0
1877,1530022800,1530007000,1530006900,60.0
1878,1540065500,1540022400,1540023500,60.0
1879,1540065600,1540023500,1540022400,40.0
1880,1540065300,1540022400,1540022800,80.0
1881,1540065400,1540022800,1540022400,80.0
1882,1540066900,1540022800,1540023100,40.0
1883,1540067000,1540023100,1540022800,60.0
1884,1550015000,1530002100,1550006000,80.0
1885,1550014900,1550006000,1530002100,20.0
1886,1570026900,1570007502,1550006000,60.0
1887,1570027000,1550006000,1570007502,60.0
1888,1540023400,1540010300,1540009700,40.0
1889,1530008300,1530002700,1530002800,30.0
1890,1530008400,1530002800,1530002700,40.0
1891,1540080200,1540026800,1540026600,60.0
1892,1540080100,1540026600,1540026800,60.0
1893,1510025800,1510009100,1510009300,60.0
1894,1510025900,1510009300,1510009100,60.0
1895,1540090100,1540029800,1540029500,60.0
1896,1540090000,1540029500,1540029800,60.0
1897,1540044200,1540001300,1540015600,40.0
1898,1540024200,1520006200,1540010000,40.0
1899,1540024100,1540010000,1520006200,30.0
1900,1540037900,1540014000,1540014200,40.0
1901,1540038000,1540014200,1540014000,40.0
1902,1550039400,1550013600,1550012800,50.0
1903,1550039300,1550012800,1550013600,50.0
1904,1530019400,1530006600,1530005700,30.0
1905,1530019300,1530005700,1530006600,30.0
1906,1550033700,1550011500,1550011300,60.0
1907,1550033800,1550011300,1550011700,60.0
1908,1550033900,1550011700,1550011300,60.0
1909,1530021200,1530006700,1530006200,40.0
1910,1530021100,1530006200,1530006700,40.0
1911,1530016600,1530005200,1530005100,60.0
1912,1540019700,1540008700,1540009100,70.0
1913,1540019800,1540009100,1540008700,70.0
1914,1550041700,1550013500,1550013600,70.0
1915,1550041800,1550013600,1550013500,70.0
1916,1530010900,1530003400,1530003700,60.0
1917,1530011000,1530003700,1530003400,60.0
1918,1530020200,1530006100,1530006000,40.0
1919,1540027300,1540010900,1540011100,40.0
1920,1540027400,1540011100,1540010900,60.0
1921,1550032800,1550011700,1550010800,40.0
1922,1550032700,1550010800,1550011700,70.0
1923,1550028800,1550009700,1550010900,70.0
1924,1550047800,1550004400,1550015600,50.0
1925,1550047900,1550015600,1550004400,50.0
1926,1550043600,1550014100,1550014800,70.0
1927,1550043700,1550014800,1550014100,70.0
1928,1550043200,1550014000,1550014700,70.0
1929,1550043300,1550014700,1550014000,70.0
1930,1550024200,1550008500,1550008400,30.0
1931,1550024100,1550008400,1550008500,30.0
1932,1550024600,1550008600,1550008500,30.0
1933,1550024500,1550008500,1550008600,30.0
1934,1550018800,1550007300,1550007200,60.0
1935,1550018700,1550007200,1550007300,60.0
1936,1550019000,1550008400,1550007200,70.0
1937,1550032900,1550010900,1550011500,70.0
1938,1550033000,1550011500,1550010900,70.0
1939,1550024700,1550008500,1550009700,70.0
1940,1550024800,1550009700,1550008500,40.0
1941,1550019500,1550007300,1550008500,70.0
1942,1550019600,1550008500,1550007300,70.0
1943,1540050900,1540017700,1540017600,70.0
1944,1550043100,1550014100,1550014000,70.0
1945,1550043000,1550014000,1550014100,70.0
1946,1550028700,1550009900,1550009700,60.0
1947,1550028600,1550009700,1550009900,60.0
1948,1550034600,1550011500,1550011600,60.0
1949,1550034700,1550011600,1550011500,60.0
1950,1540034500,1540012900,1540000200,60.0
1951,1540034600,1540000200,1540012900,60.0
1952,1530021000,1530006300,1530006200,40.0
1953,1530020900,1530006200,1530006300,40.0
1954,1550027100,1550009400,1550009200,60.0
1955,1550027000,1550009200,1550009400,60.0
1956,1550018500,1550000400,1550007200,60.0
1957,1530001900,1530000800,1530000900,60.0
1958,1530002000,1530000900,1530000800,60.0
1959,1540039800,1540017600,1540000700,50.0
1960,1540039700,1540000700,1540017600,50.0
1961,1540053400,1540018300,1540019000,40.0
1962,1540053500,1540019000,1540018300,40.0
1963,1520020000,1520006800,1520001800,40.0
1964,1520019900,1520001800,1520006800,40.0
1965,1540049500,1540017200,1540017900,40.0
1966,1540049600,1540017900,1540017200,40.0
1967,1520013000,1520004900,1520004200,50.0
1968,1500018200,1500005600,1500005100,40.0
1969,1500014600,1500004300,1500004200,60.0
1970,1500014500,1500004200,1500004300,60.0
1971,1500011800,1500004300,1500003300,40.0
1972,1500011700,1500003300,1500004300,40.0
1973,1550045500,1550014700,1550014800,50.0
1974,1550045600,1550014800,1550014700,50.0
1975,1550045100,1550014500,1550014900,50.0
1976,1550045200,1550014900,1550014500,40.0
1977,1550046500,1550014900,1550004100,50.0
1978,1550046600,1550004100,1550014900,50.0
1979,1510037900,1540015400,1510012600,40.0
1980,1510037800,1510012600,1540015400,40.0
1981,1540043100,1540015600,1540015300,40.0
1982,1530008500,1530002700,1530003000,30.0
1983,1530008600,1530003000,1530002700,30.0
1984,1530005700,1530001800,1530002700,30.0
1985,1530005800,1530002700,1530001800,30.0
1986,1540041900,1540014900,1540015300,40.0
1987,1540042000,1540015300,1540014900,40.0
1988,1540021100,1540009100,1540009600,40.0
1989,1540021200,1540009600,1540009100,40.0
1990,1550044900,1550014500,1550014700,40.0
1991,1550045000,1550014700,1550014500,40.0
1992,1550042300,1550013600,1550014500,50.0
1993,1550042400,1550014500,1550013600,50.0
1994,1530018500,1530005600,1530006500,50.0
1995,1500017000,1500005100,1500004800,40.0
1996,1540043300,1540016300,1540015300,40.0
1997,1540043200,1540015300,1540016300,40.0
1998,1540038700,1540000400,1540015000,40.0
1999,1540038800,1540015000,1540000400,40.0
2000,1520016000,1520005600,1520005000,30.0
2001,1520015900,1520005000,1520005600,30.0
2002,1540034900,1540013000,1540014100,30.0
2003,1540035000,1540014100,1540013000,30.0
2004,1540022000,1540009400,1540009300,60.0
2005,1540021900,1540009300,1540009400,60.0
2006,1520021100,1520006500,1540012900,60.0
2007,1520021200,1540012900,1520006500,60.0
2008,1540024300,1540010000,1540010900,70.0
2009,1540024400,1540010900,1540010000,70.0
2010,1530014600,1530005100,1530004500,50.0
2011,1530014500,1530004500,1530005100,50.0
2012,1540086700,1540028600,1540029900,60.0
2013,1540086800,1540029900,1540028600,60.0
2014,1530010600,1530003400,1530003300,60.0
2015,1530020800,1530006700,1530006100,30.0
2016,1530020700,1530006100,1530006700,30.0
2017,1540047500,1540016600,1540017400,40.0
2018,1540047600,1540017400,1540016600,40.0
2019,1520018900,1520006100,1520006500,30.0
2020,1520019000,1520006500,1520006100,30.0
2021,1540038100,1540014000,1540015300,40.0
2022,1540027100,1540010800,1540011600,30.0
2023,1540027200,1540011600,1540010800,30.0
2024,1540024000,1540010800,1540009900,40.0
2025,1540023900,1540009900,1540010800,40.0
2026,1540043700,1540016500,1540015400,40.0
2027,1540043600,1540015400,1540016500,40.0
2028,1500004500,1500001700,1500002500,50.0
2029,1500004600,1500002500,1500001700,50.0
2030,1500011600,1500003500,1500003300,60.0
2031,1500011500,1500003300,1500003500,60.0
2032,1500012400,1500003700,1500003500,60.0
2033,1530021500,1530006400,1530006600,40.0
2034,1530021600,1530006600,1530006400,40.0
2035,1550032500,1550010800,1550010900,40.0
2036,1550032600,1550010900,1550010800,40.0
2037,1530005900,1530001900,1530002500,40.0
2038,1530006000,1530002500,1530001900,40.0
2039,1530016800,1530006100,1530005100,30.0
2040,1530016700,1530005100,1530006100,40.0
2041,1530009500,1530003000,1530003200,30.0
2042,1530009600,1530003200,1530003000,30.0
2043,1540052600,1540018100,1540019000,60.0
2044,1540052700,1540019000,1540018100,60.0
2045,1540025900,1540010500,1540011000,70.0
2046,1540026000,1540011000,1540010500,70.0
2047,1540031300,1540012000,1540012200,70.0
2048,1500020300,1500005800,1500005900,60.0
2049,1500020400,1500005900,1500005800,60.0
2050,1540031900,1540012100,1540014300,60.0
2051,1540032000,1540014300,1540012100,60.0
2052,1510040800,1510013700,1510013900,40.0
2053,1510041300,1510014200,1510013800,50.0
2054,1510041200,1510013800,1510014200,50.0
2055,1510040400,1510013500,1510013600,30.0
2056,1510040500,1510013600,1510013500,60.0
2057,1510041700,1510014400,1510014000,40.0
2058,1510041600,1510014000,1510014400,40.0
2059,1510039700,1510013500,1510013200,60.0
2060,1510039600,1510013200,1510013500,70.0
2061,1510039000,1510013100,1510013300,70.0
2062,1510039100,1510013300,1510013100,70.0
2063,1570024800,1570003900,1570011000,40.0
2064,1570024700,1570011000,1570003900,40.0
2065,1510033400,1510011500,1510011700,70.0
2066,1510033500,1510011700,1510011500,70.0
2067,1510034500,1510012000,1510011700,50.0
2068,1510034400,1510011700,1510012000,50.0
2069,1530004100,1530001300,1530001900,60.0
2070,1530004200,1530001900,1530001300,30.0
2071,1500015200,1500004800,1500004300,40.0
2072,1500015100,1500004300,1500004800,40.0
2073,1520004500,1520002000,1520000201,40.0
2074,1520004600,1520000201,1520002000,40.0
2075,1510033600,1510011500,1540009700,40.0
2076,1510033700,1540009700,1510011500,40.0
2077,1540024900,1540010200,1510012300,40.0
2078,1540025000,1510012300,1540010200,40.0
2079,1540045200,1540016000,1540015900,40.0
2080,1540032400,1540013100,1540012200,40.0
2081,1540032300,1540012200,1540013100,40.0
2082,1540046500,1540016400,1540016700,40.0
2083,1540046600,1540016700,1540016400,40.0
2084,1540045000,1540016600,1540015800,40.0
2085,1540044900,1540015800,1540016600,40.0
2086,1520009700,1520003300,1520003400,50.0
2087,1520009800,1520003400,1520003300,50.0
2088,1520013500,1520004400,1520004500,70.0
2089,1520013600,1520004500,1520004400,70.0
2090,1540022300,1540009400,1540010000,60.0
2091,1540022400,1540010000,1540009400,60.0
2092,1500004100,1500001600,1500001700,70.0
2093,1500004200,1500001700,1500001600,70.0
2094,1500004300,1500001700,1500001800,70.0
2095,1500004400,1500001800,1500001700,40.0
2096,1500007000,1500002500,1500002400,50.0
2097,1500006900,1500002400,1500002500,50.0
2098,1500014300,1500004100,1500005200,60.0
2099,1500008800,1500003700,1500000500,60.0
2100,1500008700,1500000500,1500003700,60.0
2101,1500019900,1500005600,1500006500,60.0
2102,1500020000,1500006500,1500005600,60.0
2103,1500015600,1500005100,1500004400,60.0
2104,1540045300,1540015900,1540016500,60.0
2105,1540045400,1540016500,1540015900,60.0
2106,1540046900,1540016500,1540002300,60.0
2107,1540047000,1540002300,1540016500,60.0
2108,1550050100,1550015600,1550015900,70.0
2109,1550050200,1550015900,1550015600,70.0
2110,1550050900,1550015900,1510006500,70.0
2111,1550051000,1510006500,1550015900,70.0
2112,1510018300,1510007200,1510006800,40.0
2113,1510018200,1510006800,1510007200,40.0
2114,1520017400,1520005600,1520005500,60.0
2115,1500016200,1500005600,1500004600,60.0
2116,1500003300,1500001400,1500001600,70.0
2117,1500003400,1500001600,1500001400,70.0
2118,1550047600,1550004300,1550015600,70.0
2119,1550047700,1550015600,1550004300,70.0
2120,1510019200,1510007100,1510007200,40.0
2121,1510019300,1510007200,1510007100,40.0
