,Id,NODE_NAME,latitude,longitude
0,3910020300,경남창녕-대구달성 경계,35.636140993386,128.4890630135809
1,3910020200,-,35.64222699358768,128.4590870131735
2,3910019000,-,35.607835992837344,128.38097601277494
3,3910020100,대구달성-경남창녕 경계,35.636679993452965,128.44516501370606
4,3600009400,-,35.87618999343836,128.75733001353805
5,3660010100,-,35.72973099369498,128.56091701333423
6,3600008900,대구동구-경북경산 경계,35.87457299296773,128.76073001350036
7,3600006900,중산삼거리,35.83534477553872,128.72233201322467
8,1540018900,-,35.90302099352649,128.58880201375422
9,1540002100,-,35.897699993625515,128.54885501280705
10,1510011300,동대구역고가차도,35.87862699454039,128.6273860130946
11,1510011800,동대구역고가차도,35.88105599382142,128.62617601296014
12,1540021800,-,35.91114299405158,128.6114950132447
13,1540021300,-,35.90881199365507,128.6131140125036
14,1540020300,-,35.90670199443799,128.61457901351972
15,1540027000,국우터널,35.93553299387429,128.59315601243836
16,1540026900,국우터널,35.93535799384363,128.59269601317934
17,1540028000,국우터널,35.942029994406894,128.5903500126175
18,1540027900,국우터널,35.942009993912116,128.59005601320516
19,1510013400,공산터널,35.957636993908075,128.65778301348226
20,1510013300,공산터널,35.957196993371454,128.65547901295253
21,1540030100,-,35.94833799295414,128.54818201363884
22,1510005500,-,35.86480099353897,128.7288880130425
23,1510012500,-,35.88607299365524,128.65032601291392
24,1550003201,-,35.853353993923626,128.65771601315458
25,1510006900,-,35.868182994065116,128.61474801307742
26,1540008600,-,35.87740199327185,128.60564601324654
27,1530002100,-,35.83489099323954,128.6052710131413
28,1530002800,-,35.836338993279256,128.60527301295818
29,1540019900,-,35.90562899397793,128.5630920131
30,1570010300,-,35.67237799380519,128.44732001332127
31,1570010200,-,35.66974699383412,128.45430801261668
32,1570000501,-,35.66956899362983,128.44953301319953
33,1570010500,샤니삼거리,35.733708993264045,128.46177101317343
34,1540022400,서변고가차도,35.914886993404565,128.59546301319583
35,1540023100,서변교네거리,35.91653199394621,128.59935801240042
36,1530004300,-,35.84154199361053,128.60608001338076
37,1540016200,-,35.89576099304946,128.59284201269315
38,1540015100,-,35.89335399439292,128.5938810135126
39,1540010700,-,35.884425993826255,128.60243301380265
40,1550009100,-,35.83930399337597,128.60758401317602
41,1530007200,대봉지하차도,35.85258099385485,128.60719401339128
42,1530006800,희망지하차도,35.85072299390101,128.60649901326946
43,1540019300,-,35.90411199365398,128.59874001302495
44,1570010900,-,35.74410099385093,128.47983101330638
45,1530006900,-,35.85100999341022,128.57339601344322
46,1540009000,-,35.878992994091675,128.58880501286387
47,1540009200,-,35.879800993094314,128.5890520140177
48,1540009900,-,35.88106999320214,128.58271301409388
49,1540010000,달성학교네거리,35.88147899346819,128.5807290131284
50,1540008700,대구역북편네거리,35.87774199414167,128.59515501375142
51,1540008400,-,35.876533993462466,128.60137601350402
52,1540008300,칠성시장네거리,35.876341993968275,128.60415401400772
53,1540008000,-,35.874360993221025,128.6053440133583
54,1530006300,이천네거리,35.84795499375108,128.59859601317308
55,1500001100,-,35.855219993726024,128.6037370133244
56,1530005700,-,35.847055993512406,128.5905590131361
57,1530007000,성당시장네거리,35.85120699396224,128.5736790130543
58,1500001800,명덕네거리,35.857004994074785,128.59072301296806
59,1500001400,계명네거리,35.856322993622385,128.58286701388738
60,1500002700,-,35.86365499344001,128.58242301269064
61,1500002200,-,35.860491993809525,128.60073001308675
62,1500002100,-,35.860074993049814,128.59893001265138
63,1500002400,남문시장네거리,35.8612119934721,128.59271001291526
64,1500001300,건들바위네거리,35.85569799412804,128.59820501410272
65,1500004400,종각네거리,35.86922599331911,128.60407301364427
66,1500005900,동인네거리,35.87254199288547,128.60449401328557
67,1500004600,공평네거리,35.87002199448617,128.60033301398502
68,1500006500,교동네거리,35.873791993779285,128.60140801273212
69,1500005000,-,35.87049599382807,128.58513501238644
70,1500003600,-,35.86769199396725,128.58698201365632
71,1500005400,중앙네거리,35.87098799339447,128.59406601324227
72,1500006800,대구역네거리,35.87506199344489,128.59490801336577
73,1500004700,서성네거리,35.870059993811715,128.58728601335193
74,1520003200,-,35.865720993537686,128.56383601324356
75,1520004300,서대구전화국사거리,35.87189799293489,128.56290101369913
76,1500002000,내당네거리,35.85999999317925,128.57457901320498
77,1500003000,-,35.86535299338775,128.57379001340493
78,1500005200,동산네거리,35.87059399368751,128.5822470136146
79,1500006100,-,35.873436993966905,128.5821720126246
80,1500006400,-,35.87370699385573,128.58009101280462
81,1500006900,태평네거리,35.876426993388755,128.5881400128373
82,1500007100,달성네거리,35.87762699426489,128.58158701317922
83,1500007200,-,35.87834199352472,128.57794601376114
84,1500004900,큰장네거리,35.870417993754934,128.5794760132457
85,1520005100,-,35.87599799364901,128.57125001286948
86,1520005700,북비산네거리,35.87963999437348,128.5713460130199
87,1520005600,-,35.87931099447355,128.5631440136028
88,1520005000,-,35.875745993385856,128.5630010132817
89,1520004600,-,35.87402199445571,128.54686001320113
90,1520005400,-,35.878787993152145,128.54719501316018
91,1520004700,이현네거리,35.874311993706996,128.53894501347693
92,1520005300,이현삼거리,35.87853599358293,128.53990101278842
93,1520005200,-,35.87839999326683,128.53495201338978
94,1520004500,비산네거리,35.872244993962845,128.57114601326944
95,1520003400,-,35.86708599335825,128.57100301389278
96,1520004100,-,35.86940099368861,128.54925801270534
97,1520004000,중리네거리,35.868937993484344,128.54658601264308
98,1520003900,서대구공단네거리,35.86865699371172,128.53767101296702
99,1520002100,와룡네거리,35.85873699371671,128.53744701301693
100,1520002700,-,35.862671993092974,128.55052301404444
101,1520002300,당산네거리,35.86113399377807,128.54611601280877
102,1560002400,-,35.86143099356767,128.5306330129054
103,1540013800,경북도청네거리,35.890637994086426,128.5991270135154
104,1540013400,대구체육관삼거리,35.88996499358806,128.60048501341285
105,1540014400,-,35.89256799411458,128.60286101288608
106,1540016000,산격초등학교,35.89498999397604,128.60524701365622
107,1540014500,-,35.8925939943575,128.60521001403205
108,1540013700,-,35.89043899343458,128.60521501250884
109,1540011900,-,35.88794599388146,128.60195601291184
110,1540011500,-,35.88633099412193,128.60241601376677
111,1510012000,-,35.881873993815645,128.61195301303385
112,1510011900,공고네거리,35.88115599360009,128.61409401353376
113,1510012100,-,35.882117994286325,128.6188980132026
114,1510012200,파티마삼거리,35.883372993539595,128.6239830126377
115,1510012400,-,35.885047993003546,128.6269100135607
116,1540015400,-,35.89392199425761,128.6161880137562
117,1540022300,-,35.91459499406117,128.61328901338058
118,1540022700,-,35.91575299395416,128.61959701333436
119,1540022900,-,35.91643299359764,128.6234200127915
120,1540023000,-,35.91646699359047,128.63005101338862
121,1540022000,-,35.9117579930137,128.62665101393586
122,1540021600,-,35.9096639942955,128.62384701276935
123,1540020200,검단네거리,35.90613099418904,128.61901901381455
124,1540019100,-,35.90369999340609,128.6167520133987
125,1540020800,-,35.90735599400629,128.6154570126448
126,1540019600,-,35.905158993842626,128.61174801320922
127,1540021200,-,35.908294994060725,128.61752401244277
128,1540021700,-,35.91022199365997,128.61618101339474
129,1540020900,-,35.90743499402116,128.61017301338995
130,1540022100,-,35.91255099416663,128.61465801344255
131,1540021500,-,35.909638993598925,128.60827801338635
132,1540019400,-,35.904214994145796,128.6031800139302
133,1510005900,-,35.86676599394266,128.62959501401158
134,1510011200,-,35.87856199408089,128.62027501267312
135,1510011600,-,35.880303993995476,128.62690101307984
136,1510009500,-,35.874745993994445,128.64191501307525
137,1510009700,-,35.875871993936315,128.62299001341506
138,1550004001,범어네거리,35.85912299326558,128.62625701382638
139,1550016500,-,35.8672959930383,128.63352901355108
140,1550015300,-,35.86217499355071,128.63565401275278
141,1550015500,동원초교남편,35.862593993827474,128.6396750131958
142,1550015700,-,35.863722993992965,128.64414001273312
143,1550003901,-,35.859928993366225,128.64685401316407
144,1550015800,-,35.86422199423308,128.64671101337007
145,1550016600,-,35.86816699372674,128.64609301375592
146,1550016700,-,35.870842994511584,128.6447430127339
147,1550016300,-,35.86703799372002,128.6446430135119
148,1550016200,-,35.86622399315646,128.64294901292277
149,1550016100,-,35.86622299322101,128.63895701349622
150,1510008000,효신네거리,35.872052993805866,128.6352090130673
151,1510008500,-,35.87318199417955,128.63920101311487
152,1510009000,-,35.87387899390908,128.64042101360224
153,1510010600,-,35.877265993445796,128.6397610132058
154,1550020800,망우당네거리,35.87828899410214,128.64948201288382
155,1510003301,-,35.88619399395292,128.63693401273486
156,1510011400,동부지하차도,35.87941799373888,128.63537801349645
157,1510011000,경북수협네거리,35.877850993651045,128.6317790140103
158,1510010500,-,35.87722799376229,128.62897401321635
159,1510009900,동대구역네거리,35.87661599363318,128.62609301306136
160,1510006800,-,35.8681689944621,128.62939701380898
161,1510006600,-,35.86783699440613,128.6306390131705
162,1510007100,-,35.86842899338691,128.62638701339094
163,1510006000,MBC네거리,35.86695499397078,128.62684801268378
164,1510006100,-,35.8672459938295,128.6240060127515
165,1510006400,청구삼거리,35.86738099342469,128.62298101360142
166,1510006500,청구네거리,35.86780599370919,128.61844701349372
167,1510009300,신천네거리,35.874654993177266,128.61760201302712
168,1510010800,-,35.87741499366985,128.61612901390623
169,1550003701,-,35.85885699341739,128.63821101373335
